"DevelopmentRegion","RegionalDistrict","Municipality","Statistics","date","values"
"Mainland/Southwest","SQUAMISH-LILLOOET","LILLOOET RURAL","Total Market Transactions (count)","2017-09",12
"Mainland/Southwest","SQUAMISH-LILLOOET","LILLOOET RURAL","Total Market Transactions (count)","2017-10",10
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-06",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-09",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-10",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-11",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - COMMERCE (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-08",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-09",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-10",4
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-11",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - OTHER (count)","2016-12",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-06",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-08",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-09",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-10",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-11",6
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-06",5
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-07",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-08",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-09",6
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-10",6
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-11",10
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","COMMERCIAL TOTAL (count)","2016-12",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-07",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-08",6
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-11",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","FARM TOTAL (count)","2016-12",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-06",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-08",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-09",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-11",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","OTHER/UNKNOWN TOTAL (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-06",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-08",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-11",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RECREATIONAL TOTAL (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-06",12
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-07",11
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-08",10
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-09",13
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-10",15
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-11",10
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - ACREAGE (count)","2016-12",6
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-06",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-07",7
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-08",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-10",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-11",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - COMMERCE (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-06",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-08",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-09",4
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-10",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-11",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - FARM (count)","2016-12",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-07",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-11",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - MULTI-FAMILY (count)","2016-12",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-06",4
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-07",19
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-08",26
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-09",16
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-10",29
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-11",16
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - OTHER (count)","2016-12",4
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-06",86
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-07",69
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-08",68
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-09",44
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-10",32
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-11",38
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2016-12",25
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-06",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-07",3
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-08",2
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-09",5
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-11",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2016-12",1
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-06",67
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-07",50
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-08",52
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-09",40
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-10",22
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-11",28
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL - STRATA RESIDENTIAL (count)","2016-12",34
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-06",176
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-07",161
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-08",161
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-09",122
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-10",102
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-11",96
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","RESIDENTIAL TOTAL (count)","2016-12",71
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-06",184
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-07",166
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-08",173
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-09",129
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-10",108
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-11",106
"Mainland/Southwest","SQUAMISH-LILLOOET","Rest of Squamish-Lillooet","Total Market Transactions (count)","2016-12",73
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-06",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - COMMERCE (count)","2017-10",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-06",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - OTHER (count)","2017-10",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-06",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","COMMERCIAL TOTAL (count)","2017-10",4
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-03",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-04",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-05",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FARM TOTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-01",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-02",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-03",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-04",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-05",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Median of Foreign Involvement Transactions ($ median)","2017-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-01",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-02",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-03",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-04",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-05",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-01",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Foreign Involvement Transactions (count)","2017-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-05",0
